province_state,country_region,date,confirmed,recovered,deaths
Hokkaido,Japan,2021-10-31,60749,,1471
Hyogo,Japan,2021-10-31,78679,,1395
Ibaraki,Japan,2021-10-31,24426,,219
Ishikawa,Japan,2021-10-31,7975,,130
Iwate,Japan,2021-10-31,3487,,53
Kagawa,Japan,2021-10-31,4703,,38
Kagoshima,Japan,2021-10-31,9103,,68
Kanagawa,Japan,2021-10-31,168991,,1308
Kochi,Japan,2021-10-31,4171,,32
Kumamoto,Japan,2021-10-31,14424,,136
Kyoto,Japan,2021-10-31,35964,,291
Mie,Japan,2021-10-31,14790,,164
Miyagi,Japan,2021-10-31,16316,,118
Miyazaki,Japan,2021-10-31,6138,,41
Nagano,Japan,2021-10-31,8872,,96
Nagasaki,Japan,2021-10-31,6117,,73
Nara,Japan,2021-10-31,15619,,150
Niigata,Japan,2021-10-31,8002,,61
Oita,Japan,2021-10-31,8201,,84
Okayama,Japan,2021-10-31,15302,,136
Okinawa,Japan,2021-10-31,50333,,384
Osaka,Japan,2021-10-31,202488,,3045
Port Quarantine,Japan,2021-10-31,4428,,4
Saga,Japan,2021-10-31,5868,,30
Saitama,Japan,2021-10-31,115721,,1046
Shiga,Japan,2021-10-31,12428,,103
Shimane,Japan,2021-10-31,1731,,5
Shizuoka,Japan,2021-10-31,26781,,209
Tochigi,Japan,2021-10-31,15465,,116
Tokushima,Japan,2021-10-31,3286,,65
Tokyo,Japan,2021-10-31,381655,,3147
Tottori,Japan,2021-10-31,1672,,5
Toyama,Japan,2021-10-31,4876,,52
Unknown,Japan,2021-10-31,8,,0
Wakayama,Japan,2021-10-31,5294,,62
Yamagata,Japan,2021-10-31,3579,,57
Yamaguchi,Japan,2021-10-31,5742,,93
Yamanashi,Japan,2021-10-31,5162,,29
Aichi,Japan,2021-09-18,103321,,1101
Akita,Japan,2021-09-18,1812,,26
Aomori,Japan,2021-09-18,5423,,33
Chiba,Japan,2021-09-18,98110,,968
Ehime,Japan,2021-09-18,5019,,81
Fukui,Japan,2021-09-18,2929,,36
Fukuoka,Japan,2021-09-18,73031,,598
Fukushima,Japan,2021-09-18,9356,,173
Gifu,Japan,2021-09-18,17954,,208
Gunma,Japan,2021-09-18,16333,,169
Hiroshima,Japan,2021-09-18,21175,,191
Hokkaido,Japan,2021-09-18,59649,,1465
Hyogo,Japan,2021-09-18,75749,,1376
Ibaraki,Japan,2021-09-18,23637,,211
Ishikawa,Japan,2021-09-18,7738,,124
Iwate,Japan,2021-09-18,3456,,51
Kagawa,Japan,2021-09-18,4634,,36
Kagoshima,Japan,2021-09-18,9000,,63
Kanagawa,Japan,2021-09-18,165260,,1224
Kochi,Japan,2021-09-18,4035,,31
Kumamoto,Japan,2021-09-18,14063,,132
Kyoto,Japan,2021-09-18,34911,,260
Mie,Japan,2021-09-18,14405,,153
Miyagi,Japan,2021-09-18,16018,,113
Miyazaki,Japan,2021-09-18,6046,,39
Nagano,Japan,2021-09-18,8585,,95
Nagasaki,Japan,2021-09-18,5877,,71
Nara,Japan,2021-09-18,15103,,145
Niigata,Japan,2021-09-18,7591,,58
Oita,Japan,2021-09-18,7920,,77
Okayama,Japan,2021-09-18,14949,,135
Okinawa,Japan,2021-09-18,48701,,287
Osaka,Japan,2021-09-18,195325,,2914
Port Quarantine,Japan,2021-09-18,4109,,4
Saga,Japan,2021-09-18,5673,,29
Saitama,Japan,2021-09-18,112939,,971
Shiga,Japan,2021-09-18,12018,,98
Shimane,Japan,2021-09-18,1556,,2
Shizuoka,Japan,2021-09-18,26217,,197
Tochigi,Japan,2021-09-18,14897,,108
Tokushima,Japan,2021-09-18,3182,,64
Tokyo,Japan,2021-09-18,371493,,2781
Tottori,Japan,2021-09-18,1635,,5
Toyama,Japan,2021-09-18,4741,,48
Unknown,Japan,2021-09-18,8,,0
Wakayama,Japan,2021-09-18,5139,,59
Yamagata,Japan,2021-09-18,3488,,56
Yamaguchi,Japan,2021-09-18,5492,,88
Yamanashi,Japan,2021-09-18,4982,,29
Aichi,Japan,2021-12-22,107013,,1161
Akita,Japan,2021-12-22,1934,,27
Aomori,Japan,2021-12-22,5901,,38
Chiba,Japan,2021-12-22,100600,,1028
Ehime,Japan,2021-12-22,5412,,82
Fukui,Japan,2021-12-22,3115,,38
Fukuoka,Japan,2021-12-22,74714,,625
Fukushima,Japan,2021-12-22,9495,,176
Gifu,Japan,2021-12-22,18935,,219
Gunma,Japan,2021-12-22,17229,,176
Hiroshima,Japan,2021-12-22,22177,,202
Hokkaido,Japan,2021-12-22,61309,,1474
Hyogo,Japan,2021-12-22,78800,,1398
Ibaraki,Japan,2021-12-22,24477,,220
Ishikawa,Japan,2021-12-22,8006,,130
Iwate,Japan,2021-12-22,3487,,53
Kagawa,Japan,2021-12-22,4702,,38
Kagoshima,Japan,2021-12-22,9115,,66
Kanagawa,Japan,2021-12-22,169596,,1319
Kochi,Japan,2021-12-22,4167,,33
Kumamoto,Japan,2021-12-22,14395,,136
Kyoto,Japan,2021-12-22,36051,,292
Mie,Japan,2021-12-22,14816,,163
Miyagi,Japan,2021-12-22,16288,,118
Miyazaki,Japan,2021-12-22,6139,,41
Nagano,Japan,2021-12-22,8914,,97
Nagasaki,Japan,2021-12-22,6120,,73
Nara,Japan,2021-12-22,15650,,149
Niigata,Japan,2021-12-22,8176,,62
Oita,Japan,2021-12-22,8187,,84
Okayama,Japan,2021-12-22,15553,,136
Okinawa,Japan,2021-12-22,50399,,398
Osaka,Japan,2021-12-22,203426,,3064
Port Quarantine,Japan,2021-12-22,4463,,4
Saga,Japan,2021-12-22,5866,,30
Saitama,Japan,2021-12-22,116000,,1059
Shiga,Japan,2021-12-22,12460,,104
Shimane,Japan,2021-12-22,1733,,5
Shizuoka,Japan,2021-12-22,26881,,209
Tochigi,Japan,2021-12-22,15530,,117
Tokushima,Japan,2021-12-22,3291,,66
Tokyo,Japan,2021-12-22,382642,,3173
Tottori,Japan,2021-12-22,1669,,5
Toyama,Japan,2021-12-22,4868,,52
Unknown,Japan,2021-12-22,8,,0
Wakayama,Japan,2021-12-22,5303,,62
Yamagata,Japan,2021-12-22,3606,,56
Yamaguchi,Japan,2021-12-22,5799,,93
Yamanashi,Japan,2021-12-22,5160,,29
Aichi,Japan,2022-08-24,1130444,,2502
Akita,Japan,2022-08-24,73463,,86
Aomori,Japan,2022-08-24,127860,,186
Chiba,Japan,2022-08-24,802000,,2171
Ehime,Japan,2022-08-24,125039,,230
Fukui,Japan,2022-08-24,88631,,67
Fukuoka,Japan,2022-08-24,923921,,1630
Fukushima,Japan,2022-08-24,138659,,242
Gifu,Japan,2022-08-24,230049,,447
Gunma,Japan,2022-08-24,189659,,407
Hiroshima,Japan,2022-08-24,330685,,617
Hokkaido,Japan,2022-08-24,613285,,2326
Hyogo,Japan,2022-08-24,847334,,2563
Ibaraki,Japan,2022-08-24,294545,,547
Ishikawa,Japan,2022-08-24,124736,,217
Iwate,Japan,2022-08-24,83754,,143
Kagawa,Japan,2022-08-24,110912,,222
Kagoshima,Japan,2022-08-24,235936,,381
Kanagawa,Japan,2022-08-24,1302934,,2675
Kochi,Japan,2022-08-24,74685,,208
Kumamoto,Japan,2022-08-24,274443,,501
Kyoto,Japan,2022-08-24,400720,,854
Mie,Japan,2022-08-24,196158,,430
Miyagi,Japan,2022-08-24,208437,,284
Miyazaki,Japan,2022-08-24,154366,,249
Nagano,Japan,2022-08-24,159330,,254
Nagasaki,Japan,2022-08-24,166637,,221
Nara,Japan,2022-08-24,180530,,457
Niigata,Japan,2022-08-24,177299,,119
Oita,Japan,2022-08-24,142485,,251
Okayama,Japan,2022-08-24,210612,,332
Okinawa,Japan,2022-08-24,456319,,578
Osaka,Japan,2022-08-24,1823116,,5869
Port Quarantine,Japan,2022-08-24,4463,,4
Saga,Japan,2022-08-24,130545,,187
Saitama,Japan,2022-08-24,1011490,,1971
Shiga,Japan,2022-08-24,187028,,277
Shimane,Japan,2022-08-24,64688,,72
Shizuoka,Japan,2022-08-24,393561,,602
Tochigi,Japan,2022-08-24,182984,,404
Tokushima,Japan,2022-08-24,66417,,117
Tokyo,Japan,2022-08-24,2811812,,5138
Tottori,Japan,2022-08-24,49264,,46
Toyama,Japan,2022-08-24,96586,,131
Unknown,Japan,2022-08-24,8,,0
Wakayama,Japan,2022-08-24,106180,,189
Yamagata,Japan,2022-08-24,72284,,135
Yamaguchi,Japan,2022-08-24,125770,,298
Yamanashi,Japan,2022-08-24,78955,,111
Aichi,Japan,2022-11-28,1548763,,3074
Akita,Japan,2022-11-28,140366,,317
Aomori,Japan,2022-11-28,195503,,387
Chiba,Japan,2022-11-28,1073005,,2728
Ehime,Japan,2022-11-28,191584,,319
Fukui,Japan,2022-11-28,137513,,117
Fukuoka,Japan,2022-11-28,1165751,,2084
Fukushima,Japan,2022-11-28,259865,,340
Gifu,Japan,2022-11-28,356588,,690
Gunma,Japan,2022-11-28,294708,,591
Hiroshima,Japan,2022-11-28,525995,,859
Hokkaido,Japan,2022-11-28,1048329,,3194
Hyogo,Japan,2022-11-28,1103280,,2984
Ibaraki,Japan,2022-11-28,433405,,773
Ishikawa,Japan,2022-11-28,197828,,317
Iwate,Japan,2022-11-28,151019,,259
Kagawa,Japan,2022-11-28,167089,,323
Kagoshima,Japan,2022-11-28,319636,,561
Kanagawa,Japan,2022-11-28,1689147,,3154
Kochi,Japan,2022-11-28,112288,,325
Kumamoto,Japan,2022-11-28,366067,,689
Kyoto,Japan,2022-11-28,522060,,1161
Mie,Japan,2022-11-28,297692,,577
Miyagi,Japan,2022-11-28,353765,,507
Miyazaki,Japan,2022-11-28,214373,,403
Nagano,Japan,2022-11-28,304190,,450
Nagasaki,Japan,2022-11-28,235129,,351
Nara,Japan,2022-11-28,254501,,584
Niigata,Japan,2022-11-28,306828,,199
Oita,Japan,2022-11-28,198497,,404
Okayama,Japan,2022-11-28,326652,,456
Okinawa,Japan,2022-11-28,518277,,815
Osaka,Japan,2022-11-28,2275542,,6736
Port Quarantine,Japan,2022-11-28,22118,,8
Saga,Japan,2022-11-28,175905,,262
Saitama,Japan,2022-11-28,1353225,,2591
Shiga,Japan,2022-11-28,269598,,378
Shimane,Japan,2022-11-28,104152,,113
Shizuoka,Japan,2022-11-28,570136,,802
Tochigi,Japan,2022-11-28,278466,,581
Tokushima,Japan,2022-11-28,106725,,206
Tokyo,Japan,2022-11-28,3497687,,6162
Tottori,Japan,2022-11-28,80191,,104
Toyama,Japan,2022-11-28,163492,,201
Unknown,Japan,2022-11-28,173,,0
Wakayama,Japan,2022-11-28,157380,,293
Yamagata,Japan,2022-11-28,160285,,254
Yamaguchi,Japan,2022-11-28,193828,,417
Yamanashi,Japan,2022-11-28,123220,,189
Aichi,Japan,2021-06-09,49387,44406,847
Akita,Japan,2021-06-09,761,723,18
Aomori,Japan,2021-06-09,2440,2275,29
Chiba,Japan,2021-06-09,37961,36289,691
Ehime,Japan,2021-06-09,2738,2617,74
Fukui,Japan,2021-06-09,1059,1000,34
Fukuoka,Japan,2021-06-09,34826,31609,491
Fukushima,Japan,2021-06-09,4677,4357,152
Gifu,Japan,2021-06-09,8998,8451,170
Gunma,Japan,2021-06-09,7955,7591,147
Hiroshima,Japan,2021-06-09,11095,10124,145
Hokkaido,Japan,2021-06-09,39932,33003,1241
Hyogo,Japan,2021-06-09,40499,38027,1239
Ibaraki,Japan,2021-06-09,9997,9517,157
Ishikawa,Japan,2021-06-09,3859,3529,111
Iwate,Japan,2021-06-09,1534,1380,46
Kagawa,Japan,2021-06-09,2048,1942,25
Kagoshima,Japan,2021-06-09,3477,3265,34
Kanagawa,Japan,2021-06-09,63432,60418,917
Kochi,Japan,2021-06-09,1629,1432,21
Kumamoto,Japan,2021-06-09,6389,5945,109
Kyoto,Japan,2021-06-09,16227,15409,224
Mie,Japan,2021-06-09,5081,4829,108
Miyagi,Japan,2021-06-09,9040,8717,84
Miyazaki,Japan,2021-06-09,3042,2972,25
Nagano,Japan,2021-06-09,4900,4720,86
Nagasaki,Japan,2021-06-09,3018,2784,68
Nara,Japan,2021-06-09,7929,7699,120
Niigata,Japan,2021-06-09,3320,3090,44
Oita,Japan,2021-06-09,3449,3227,58
Okayama,Japan,2021-06-09,7509,6712,115
Okinawa,Japan,2021-06-09,18994,16117,157
Osaka,Japan,2021-06-09,101274,91014,2480
Port Quarantine,Japan,2021-06-09,3019,2921,3
Saga,Japan,2021-06-09,2547,2474,24
Saitama,Japan,2021-06-09,44745,42581,809
Shiga,Japan,2021-06-09,5362,4893,83
Shimane,Japan,2021-06-09,560,512,0
Shizuoka,Japan,2021-06-09,8734,8093,142
Tochigi,Japan,2021-06-09,6581,6218,80
Tokushima,Japan,2021-06-09,1636,1553,62
Tokyo,Japan,2021-06-09,164792,158392,2112
Tottori,Japan,2021-06-09,467,442,2
Toyama,Japan,2021-06-09,1951,1775,37
Unknown,Japan,2021-06-09,8,8,0
Wakayama,Japan,2021-06-09,2642,2501,44
Yamagata,Japan,2021-06-09,2010,1868,47
Yamaguchi,Japan,2021-06-09,3035,2724,69
Yamanashi,Japan,2021-06-09,1748,1506,20
Aichi,Japan,2022-08-09,917917,,2259
Akita,Japan,2022-08-09,53734,,79
Aomori,Japan,2022-08-09,102885,,152
Chiba,Japan,2022-08-09,701494,,1949
Ehime,Japan,2022-08-09,87248,,179
Fukui,Japan,2022-08-09,68989,,57
Fukuoka,Japan,2022-08-09,754584,,1432
Fukushima,Japan,2022-08-09,102443,,235
Gifu,Japan,2022-08-09,177068,,389
Gunma,Japan,2022-08-09,154814,,360
Hiroshima,Japan,2022-08-09,248181,,542
Hokkaido,Japan,2022-08-09,512029,,2206
Hyogo,Japan,2022-08-09,693958,,2389
Ibaraki,Japan,2022-08-09,242930,,498
Ishikawa,Japan,2022-08-09,95257,,207
Iwate,Japan,2022-08-09,63163,,118
Kagawa,Japan,2022-08-09,82140,,175
Kagoshima,Japan,2022-08-09,175746,,266
Kanagawa,Japan,2022-08-09,1149104,,2423
Kochi,Japan,2022-08-09,52198,,132
Kumamoto,Japan,2022-08-09,219400,,418
Kyoto,Japan,2022-08-09,332343,,786
Mie,Japan,2022-08-09,148855,,368
Miyagi,Japan,2022-08-09,158863,,235
Miyazaki,Japan,2022-08-09,113223,,203
Nagano,Japan,2022-08-09,122938,,227
Nagasaki,Japan,2022-08-09,118894,,161
Nara,Japan,2022-08-09,145322,,423
Niigata,Japan,2022-08-09,132286,,98
Oita,Japan,2022-08-09,108737,,202
Okayama,Japan,2022-08-09,160627,,282
Okinawa,Japan,2022-08-09,400850,,525
Osaka,Japan,2022-08-09,1544590,,5525
Port Quarantine,Japan,2022-08-09,4463,,4
Saga,Japan,2022-08-09,101797,,148
Saitama,Japan,2022-08-09,864599,,1758
Shiga,Japan,2022-08-09,150170,,244
Shimane,Japan,2022-08-09,50444,,55
Shizuoka,Japan,2022-08-09,310027,,504
Tochigi,Japan,2022-08-09,149858,,323
Tokushima,Japan,2022-08-09,42181,,94
Tokyo,Japan,2022-08-09,2435861,,4787
Tottori,Japan,2022-08-09,35274,,28
Toyama,Japan,2022-08-09,69568,,108
Unknown,Japan,2022-08-09,8,,0
Wakayama,Japan,2022-08-09,79751,,157
Yamagata,Japan,2022-08-09,50436,,109
Yamaguchi,Japan,2022-08-09,88049,,216
Yamanashi,Japan,2022-08-09,60452,,87
Aichi,Japan,2020-10-23,5818,5406,91
Akita,Japan,2020-10-23,61,59,0
Aomori,Japan,2020-10-23,158,42,1
Chiba,Japan,2020-10-23,4735,4259,76
Ehime,Japan,2020-10-23,116,109,6
Fukui,Japan,2020-10-23,256,237,11
Fukuoka,Japan,2020-10-23,5178,4995,101
Fukushima,Japan,2020-10-23,379,295,6
Gifu,Japan,2020-10-23,668,625,11
Gunma,Japan,2020-10-23,839,738,19
Hiroshima,Japan,2020-10-23,651,622,5
Hokkaido,Japan,2020-10-23,2692,2287,108
Hyogo,Japan,2020-10-23,3079,2869,60
Ibaraki,Japan,2020-10-23,737,687,19
Ishikawa,Japan,2020-10-23,798,731,49
Iwate,Japan,2020-10-23,27,23,0
Kagawa,Japan,2020-10-23,102,94,2
Kagoshima,Japan,2020-10-23,463,453,12
Kanagawa,Japan,2020-10-23,8255,7470,161
Kochi,Japan,2020-10-23,140,136,4
Kumamoto,Japan,2020-10-23,767,691,8
Kyoto,Japan,2020-10-23,1966,1832,30
Mie,Japan,2020-10-23,554,530,6
Miyagi,Japan,2020-10-23,565,497,2
Miyazaki,Japan,2020-10-23,366,365,1
Nagano,Japan,2020-10-23,329,319,4
Nagasaki,Japan,2020-10-23,243,236,3
Nara,Japan,2020-10-23,624,589,9
Niigata,Japan,2020-10-23,180,179,0
Oita,Japan,2020-10-23,159,155,2
Okayama,Japan,2020-10-23,194,162,1
Okinawa,Japan,2020-10-23,3097,2698,58
Osaka,Japan,2020-10-23,11880,11038,232
Port Quarantine,Japan,2020-10-23,1121,514,1
Saga,Japan,2020-10-23,251,251,1
Saitama,Japan,2020-10-23,5562,4994,104
Shiga,Japan,2020-10-23,535,507,9
Shimane,Japan,2020-10-23,140,140,0
Shizuoka,Japan,2020-10-23,588,569,2
Tochigi,Japan,2020-10-23,476,442,1
Tokushima,Japan,2020-10-23,164,140,9
Tokyo,Japan,2020-10-23,29722,27455,442
Tottori,Japan,2020-10-23,35,35,0
Toyama,Japan,2020-10-23,422,396,26
Unknown,Japan,2020-10-23,8,8,0
Wakayama,Japan,2020-10-23,268,243,4
Yamagata,Japan,2020-10-23,84,79,1
Yamaguchi,Japan,2020-10-23,213,206,2
Yamanashi,Japan,2020-10-23,203,193,6
Aichi,Japan,2020-08-18,3843,2248,46
Akita,Japan,2020-08-18,44,26,0
Aomori,Japan,2020-08-18,36,31,1
Chiba,Japan,2020-08-18,2530,1931,58
Ehime,Japan,2020-08-18,110,94,6
Fukui,Japan,2020-08-18,155,141,8
Fukuoka,Japan,2020-08-18,3729,2537,45
Fukushima,Japan,2020-08-18,109,90,0
Gifu,Japan,2020-08-18,520,439,8
Gunma,Japan,2020-08-18,322,178,19
Hiroshima,Japan,2020-08-18,434,362,3
Hokkaido,Japan,2020-08-18,1627,1388,103
Hyogo,Japan,2020-08-18,1951,1557,48
Ibaraki,Japan,2020-08-18,463,363,10
Ishikawa,Japan,2020-08-18,486,312,29
Iwate,Japan,2020-08-18,9,3,0
Kagawa,Japan,2020-08-18,68,56,1
Kagoshima,Japan,2020-08-18,335,249,7
Kanagawa,Japan,2020-08-18,3990,3166,106
Kochi,Japan,2020-08-18,103,80,3
Kumamoto,Japan,2020-08-18,416,247,7
Kyoto,Japan,2020-08-18,1164,898,21
Mie,Japan,2020-08-18,287,180,2
Miyagi,Japan,2020-08-18,186,173,2
Miyazaki,Japan,2020-08-18,315,191,1
Nagano,Japan,2020-08-18,151,119,0
Nagasaki,Japan,2020-08-18,189,36,3
Nara,Japan,2020-08-18,440,298,3
Niigata,Japan,2020-08-18,132,121,0
Oita,Japan,2020-08-18,120,80,1
Okayama,Japan,2020-08-18,128,90,0
Okinawa,Japan,2020-08-18,1692,1092,14
Osaka,Japan,2020-08-18,7101,5179,117
Port Quarantine,Japan,2020-08-18,721,299,1
Saga,Japan,2020-08-18,197,133,0
Saitama,Japan,2020-08-18,3283,2625,83
Shiga,Japan,2020-08-18,354,236,4
Shimane,Japan,2020-08-18,132,29,0
Shizuoka,Japan,2020-08-18,425,341,1
Tochigi,Japan,2020-08-18,282,221,1
Tokushima,Japan,2020-08-18,95,38,1
Tokyo,Japan,2020-08-18,18092,14400,344
Tottori,Japan,2020-08-18,21,10,0
Toyama,Japan,2020-08-18,323,242,22
Unknown,Japan,2020-08-18,8,8,0
Wakayama,Japan,2020-08-18,209,170,4
Yamagata,Japan,2020-08-18,76,76,1
Yamaguchi,Japan,2020-08-18,84,65,0
Yamanashi,Japan,2020-08-18,149,117,1
Aichi,Japan,2022-11-13,1466136,,3017
Akita,Japan,2022-11-13,124357,,288
Aomori,Japan,2022-11-13,184453,,349
Chiba,Japan,2022-11-13,1017547,,2693
Ehime,Japan,2022-11-13,180513,,300
Fukui,Japan,2022-11-13,127303,,104
Fukuoka,Japan,2022-11-13,1131747,,2058
Fukushima,Japan,2022-11-13,227314,,298
Gifu,Japan,2022-11-13,326664,,645
Gunma,Japan,2022-11-13,269460,,535
Hiroshima,Japan,2022-11-13,489053,,802
Hokkaido,Japan,2022-11-13,929467,,2885
Hyogo,Japan,2022-11-13,1069624,,2946
Ibaraki,Japan,2022-11-13,403182,,741
Ishikawa,Japan,2022-11-13,183447,,303
Iwate,Japan,2022-11-13,130943,,219
Kagawa,Japan,2022-11-13,158606,,315
Kagoshima,Japan,2022-11-13,312745,,554
Kanagawa,Japan,2022-11-13,1602306,,3103
Kochi,Japan,2022-11-13,107274,,313
Kumamoto,Japan,2022-11-13,352854,,671
Kyoto,Japan,2022-11-13,503860,,1141
Mie,Japan,2022-11-13,279582,,558
Miyagi,Japan,2022-11-13,309090,,447
Miyazaki,Japan,2022-11-13,207320,,395
Nagano,Japan,2022-11-13,264372,,383
Nagasaki,Japan,2022-11-13,227003,,342
Nara,Japan,2022-11-13,237419,,564
Niigata,Japan,2022-11-13,274023,,186
Oita,Japan,2022-11-13,189168,,406
Okayama,Japan,2022-11-13,305738,,431
Okinawa,Japan,2022-11-13,513027,,808
Osaka,Japan,2022-11-13,2212237,,6670
Port Quarantine,Japan,2022-11-13,22118,,8
Saga,Japan,2022-11-13,167943,,244
Saitama,Japan,2022-11-13,1283438,,2523
Shiga,Japan,2022-11-13,255511,,372
Shimane,Japan,2022-11-13,95547,,100
Shizuoka,Japan,2022-11-13,541245,,794
Tochigi,Japan,2022-11-13,253946,,544
Tokushima,Japan,2022-11-13,101774,,190
Tokyo,Japan,2022-11-13,3358047,,6061
Tottori,Japan,2022-11-13,73425,,92
Toyama,Japan,2022-11-13,149396,,192
Unknown,Japan,2022-11-13,173,,0
Wakayama,Japan,2022-11-13,148879,,276
Yamagata,Japan,2022-11-13,139813,,234
Yamaguchi,Japan,2022-11-13,184058,,410
Yamanashi,Japan,2022-11-13,110708,,175
Aichi,Japan,2021-05-11,37761,31861,644
Akita,Japan,2021-05-11,620,460,9
Aomori,Japan,2021-05-11,1838,1483,26
Chiba,Japan,2021-05-11,34638,32546,647
Ehime,Japan,2021-05-11,2557,2205,59
Fukui,Japan,2021-05-11,962,826,33
Fukuoka,Japan,2021-05-11,27628,22080,379
Fukushima,Japan,2021-05-11,4061,3187,126
Gifu,Japan,2021-05-11,6767,5797,135
Gunma,Japan,2021-05-11,6843,5950,109
Hiroshima,Japan,2021-05-11,7303,5897,109
Hokkaido,Japan,2021-05-11,27504,22928,906
Hyogo,Japan,2021-05-11,36050,29486,805
Ibaraki,Japan,2021-05-11,8688,8023,135
Ishikawa,Japan,2021-05-11,2961,2294,89
Iwate,Japan,2021-05-11,1122,870,36
Kagawa,Japan,2021-05-11,1629,1211,23
Kagoshima,Japan,2021-05-11,2649,2141,30
Kanagawa,Japan,2021-05-11,56312,53034,839
Kochi,Japan,2021-05-11,1129,1035,20
Kumamoto,Japan,2021-05-11,4923,4006,84
Kyoto,Japan,2021-05-11,13934,11956,192
Mie,Japan,2021-05-11,4215,3610,93
Miyagi,Japan,2021-05-11,8431,7846,74
Miyazaki,Japan,2021-05-11,2651,2168,23
Nagano,Japan,2021-05-11,4153,3805,71
Nagasaki,Japan,2021-05-11,2563,1972,46
Nara,Japan,2021-05-11,6968,5979,92
Niigata,Japan,2021-05-11,2649,2214,26
Oita,Japan,2021-05-11,2525,1759,30
Okayama,Japan,2021-05-11,5257,3492,62
Okinawa,Japan,2021-05-11,13310,11909,140
Osaka,Japan,2021-05-11,91170,66111,1781
Port Quarantine,Japan,2021-05-11,2846,2661,3
Saga,Japan,2021-05-11,2055,1588,16
Saitama,Japan,2021-05-11,40337,36761,754
Shiga,Japan,2021-05-11,4260,3551,67
Shimane,Japan,2021-05-11,406,350,0
Shizuoka,Japan,2021-05-11,6960,6333,128
Tochigi,Japan,2021-05-11,5660,5272,74
Tokushima,Japan,2021-05-11,1506,1205,51
Tokyo,Japan,2021-05-11,148160,138070,1907
Tottori,Japan,2021-05-11,406,353,2
Toyama,Japan,2021-05-11,1433,1248,32
Unknown,Japan,2021-05-11,8,8,0
Wakayama,Japan,2021-05-11,2389,2068,32
Yamagata,Japan,2021-05-11,1645,1450,38
Yamaguchi,Japan,2021-05-11,2171,1734,49
Yamanashi,Japan,2021-05-11,1350,1179,19
Aichi,Japan,2021-12-07,106926,,1161
Akita,Japan,2021-12-07,1934,,27
Aomori,Japan,2021-12-07,5897,,38
Chiba,Japan,2021-12-07,100496,,1028
Ehime,Japan,2021-12-07,5412,,82
Fukui,Japan,2021-12-07,3115,,38
Fukuoka,Japan,2021-12-07,74651,,625
Fukushima,Japan,2021-12-07,9489,,176
Gifu,Japan,2021-12-07,18920,,218
Gunma,Japan,2021-12-07,16961,,176
Hiroshima,Japan,2021-12-07,22175,,202
Hokkaido,Japan,2021-12-07,61179,,1472
Hyogo,Japan,2021-12-07,78718,,1397
Ibaraki,Japan,2021-12-07,24450,,220
Ishikawa,Japan,2021-12-07,7969,,129
Iwate,Japan,2021-12-07,3487,,53
Kagawa,Japan,2021-12-07,4702,,38
Kagoshima,Japan,2021-12-07,9103,,66
Kanagawa,Japan,2021-12-07,169338,,1314
Kochi,Japan,2021-12-07,4167,,33
Kumamoto,Japan,2021-12-07,14395,,136
Kyoto,Japan,2021-12-07,35994,,291
Mie,Japan,2021-12-07,14815,,163
Miyagi,Japan,2021-12-07,16285,,118
Miyazaki,Japan,2021-12-07,6139,,41
Nagano,Japan,2021-12-07,8890,,97
Nagasaki,Japan,2021-12-07,6119,,73
Nara,Japan,2021-12-07,15647,,149
Niigata,Japan,2021-12-07,8042,,61
Oita,Japan,2021-12-07,8187,,84
Okayama,Japan,2021-12-07,15545,,136
Okinawa,Japan,2021-12-07,50338,,398
Osaka,Japan,2021-12-07,203228,,3064
Port Quarantine,Japan,2021-12-07,4463,,4
Saga,Japan,2021-12-07,5866,,30
Saitama,Japan,2021-12-07,115884,,1059
Shiga,Japan,2021-12-07,12435,,104
Shimane,Japan,2021-12-07,1733,,5
Shizuoka,Japan,2021-12-07,26814,,209
Tochigi,Japan,2021-12-07,15497,,117
Tokushima,Japan,2021-12-07,3291,,66
Tokyo,Japan,2021-12-07,382286,,3168
Tottori,Japan,2021-12-07,1669,,5
Toyama,Japan,2021-12-07,4868,,52
Unknown,Japan,2021-12-07,8,,0
Wakayama,Japan,2021-12-07,5303,,62
Yamagata,Japan,2021-12-07,3604,,56
Yamaguchi,Japan,2021-12-07,5792,,93
Yamanashi,Japan,2021-12-07,5156,,29
,Japan,2020-05-18,16305,11564,749
Aichi,Japan,2022-02-01,174960,,1204
Akita,Japan,2022-02-01,4415,,27
Aomori,Japan,2022-02-01,10411,,41
Chiba,Japan,2022-02-01,149414,,1055
Ehime,Japan,2022-02-01,10671,,86
Fukui,Japan,2022-02-01,5794,,38
Fukuoka,Japan,2022-02-01,128576,,659
Fukushima,Japan,2022-02-01,13772,,178
Gifu,Japan,2022-02-01,30036,,225
Gunma,Japan,2022-02-01,31028,,191
Hiroshima,Japan,2022-02-01,51066,,247
Hokkaido,Japan,2022-02-01,94974,,1502
Hyogo,Japan,2022-02-01,135976,,1429
Ibaraki,Japan,2022-02-01,36922,,225
Ishikawa,Japan,2022-02-01,13070,,141
Iwate,Japan,2022-02-01,4862,,53
Kagawa,Japan,2022-02-01,8793,,41
Kagoshima,Japan,2022-02-01,17196,,72
Kanagawa,Japan,2022-02-01,253963,,1345
Kochi,Japan,2022-02-01,6234,,37
Kumamoto,Japan,2022-02-01,29387,,147
Kyoto,Japan,2022-02-01,67212,,301
